0.096085,0.0036826,0.013193,0.0011397,0.059691,0.055971,0.0033581,0.001183,0.00045979,0.0005735,0.067084,0.006203,0.00065761,0.00042906,0.006882,0.084305,0.0051644,0.0018994,0.0018887,0.0008215,0.069549,0.0036788,0.00051524,0.00078793,0.013532,0.063597,0.0036565,0.001129,0.00017061,0.0004805,0.10042,0.0020186,0.011259,0.0014598,0.033992,0.11318,0.14311,0.20669
0.096054,0.0026377,0.013896,0.0017754,0.060497,0.054157,0.0035707,0.00075331,0.0013877,0.000124,0.06727,0.0048185,0.0015036,0.00077617,0.007409,0.084088,0.0031292,0.003278,0.0027771,0.0023095,0.073594,0.0043568,0.0018544,0.0018976,0.015407,0.061551,0.0031872,0.00090976,0.0011812,0.0007285,0.10125,0.0023474,0.012554,0.0014084,0.032984,0.113,0.1433,0.20575
0.096984,0.0025751,0.012588,0.00022449,0.060001,0.055444,0.0030447,0.00034135,0.0009544,7.75e-05,0.068045,0.0038246,0.0010524,0.0012742,0.007626,0.085622,0.0042166,0.000186,0.0023798,0.001116,0.073067,0.0042425,0.00050082,0.0012634,0.015407,0.062078,0.0026848,0.0012409,0.00050921,0.0010695,0.10258,0.0027535,0.012144,0.0005837,0.034007,0.10945,0.14153,0.2052
0.096209,0.0027862,0.012863,0.00093274,0.059133,0.055056,0.0029656,0.0016429,0.00062417,0.000279,0.067968,0.0034991,0.00012497,0.00090439,0.0069905,0.084181,0.0039589,0.0024824,0.0015711,0.0008215,0.072959,0.0039584,0.00070231,0.0016866,0.014648,0.063364,0.0044477,0.0022196,0.0013205,0.000155,0.099526,0.0041099,0.010844,0.0015013,0.029838,0.11176,0.14262,0.20637
0.0961,0.0013532,0.011424,0.0015052,0.057877,0.055165,0.0027796,0.0011225,0.0013629,0.0002945,0.065007,0.0029817,0.0018241,0.00089182,0.006076,0.085622,0.0039966,0.00024112,0.00057358,9.3e-05,0.072153,0.0037626,0.0011625,0.0025039,0.013687,0.063845,0.0023557,0.0021943,0.0021453,7.75e-05,0.10013,0.0021931,0.011176,0.0015625,0.030039,0.11095,0.14345,0.20758
0.098828,0.0027382,0.016796,0.0028036,0.061411,0.054591,0.0032325,0.0011065,0.000936,0.000899,0.068045,0.0038875,0.0018729,0.0013323,0.007657,0.089714,0.0036537,0.0030567,0.0018805,0.000775,0.07316,0.0033569,0.0028454,0.0026041,0.015004,0.062775,0.0028897,0.0016844,0.0015739,0.001178,0.09841,0.0027728,0.01335,0.0013922,0.032194,0.10788,0.14514,0.20145
0.096643,0.0034071,0.018507,0.0011038,0.06059,0.054018,0.0027019,0.00089592,0.00067839,0.0010695,0.069192,0.0037468,0.0028007,0.0016789,0.003937,0.088242,0.0042677,0.004074,0.0018349,0.0007905,0.076803,0.0050633,0.0076661,0.0022039,0.019298,0.060683,0.0030195,0.00039243,0.0016674,0.0020615,0.096317,0.0021104,0.01705,0.0009578,0.036921,0.10917,0.14513,0.20381
0.095031,0.0011505,0.01563,0.00063313,0.058358,0.055258,0.0031863,0.00061709,0.00041249,0.0003875,0.068898,0.0030851,0.00021533,0.00037265,0.0070215,0.088753,0.0038566,0.0016227,0.0027315,0.002821,0.072385,0.0046225,0.0021264,0.0024823,0.015407,0.062837,0.0026492,0.0017503,0.0014802,0.001767,0.098363,0.0024493,0.012896,0.0031507,0.032085,0.108,0.14621,0.20426
0.096627,0.0023196,0.013936,0.00062305,0.05952,0.053677,0.0023353,0.00078989,0.0009527,0.0013485,0.068371,0.0044648,0.001832,0.0014768,0.0059055,0.084274,0.0036904,0.0037298,0.0034642,0.0007285,0.074152,0.0045768,0.001973,0.0021465,0.018817,0.05859,0.0031527,0.0024909,0.00067195,0.001953,0.097867,0.003494,0.013318,0.0010336,0.029884,0.11016,0.1495,0.20679
0.097201,0.0030669,0.019453,0.0013615,0.061799,0.055149,0.003562,0.000923,0.0010731,0.000992,0.066728,0.0048021,0.0046036,0.0014759,0.0020305,0.087389,0.0038647,0.0075148,0.0019935,0.002604,0.07516,0.0045128,0.0096017,0.0015958,0.017686,0.059923,0.0031451,0.00089472,0.00031136,0.001023,0.097852,0.0023778,0.018057,0.00075379,0.035821,0.1099,0.14527,0.20544
